ResponseId,MainBranch,EdLevel,Employment,YearsCode,DevType,RemoteWork,Country,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,ConvertedCompYearly
5290,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7.0,"Developer, full-stack",In-person,Denmark,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Kotlin;Lua;PowerShell;Python;Rust;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;PostgreSQL,Amazon Web Services (AWS);Cargo;Chocolatey;Digital Ocean;Docker;Homebrew;Make;MSBuild;NuGet;Pip;pnpm;Vite,97978.0
5291,I am a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",42.0,"Architect, software or solutions",,Sweden,Bash/Shell (all shells);C;C#;C++;Delphi;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,MariaDB;Microsoft SQL Server;MySQL;SQLite,Docker;Microsoft Azure;Podman,239832.0
5292,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,Data or business analyst,Remote,United States of America,Python,,,58500.0
5293,I am a developer by profession,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,22.0,"Developer, back-end","Hybrid (some remote, leans heavy to in-person)",Switzerland,Bash/Shell (all shells);C++;Java;PowerShell;Python;Rust;SQL,BigQuery,Google Cloud;Pip,371979.0
5294,I am a developer by profession,Primary/elementary school,Employed,17.0,"Senior executive (C-suite, VP, etc.)",Remote,Switzerland,Bash/Shell (all shells);Elixir;Erlang;Go;HTML/CSS;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;TypeScript;Zig;Gleam,BigQuery;Elasticsearch;MariaDB;PostgreSQL;Redis;SQLite;Supabase;Clickhouse,Amazon Web Services (AWS);Ansible;APT;Composer;Docker;Google Cloud;Kubernetes;Microsoft Azure;npm;Pip;pnpm;Prometheus;Supabase;Terraform;Vite;Webpack;Yarn,185989.0
5296,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6.0,Data or business analyst,"Hybrid (some remote, leans heavy to in-person)",Israel,Bash/Shell (all shells);HTML/CSS;PowerShell;Python;SQL,Microsoft SQL Server;PostgreSQL,Digital Ocean;Microsoft Azure,61770.0
5297,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,"Developer, full-stack",Remote,United States of America,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,Cloud Firestore;Firebase Realtime Database;Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite,Ansible;Chocolatey;Cloudflare;Digital Ocean;Docker;Firebase;Google Cloud;Homebrew;Make;Maven (build tool);npm;Vite;Webpack,150000.0
5298,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,17.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",Germany,Bash/Shell (all shells);Go;HTML/CSS;Java;SQL;TypeScript,InfluxDB;MongoDB;MySQL;SQLite,Docker;Kubernetes;Maven (build tool);Microsoft Azure;npm;pnpm;Vite;Yarn,58471.0
5301,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",India,HTML/CSS;Java;JavaScript;Lua;Python;SQL;TypeScript,BigQuery;PostgreSQL,Amazon Web Services (AWS);Docker;Gradle;Homebrew;npm;Pip;Webpack,13019.0
5304,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,AI/ML engineer,Remote,United States of America,Bash/Shell (all shells);Python,PostgreSQL;SQLite,Ansible;Docker;Homebrew;Make;Podman,100000.0
5305,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",18.0,Financial analyst or engineer,,Nomadic,JavaScript;Lua;Python;Rust;SQL,PostgreSQL,Amazon Web Services (AWS);Ansible;Cargo;Docker;npm;Pacman;Pip;Poetry,200000.0
5308,I am a developer by profession,Some college/university study without earning a degree,Employed,10.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",Hungary,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Lua;PHP;Python;SQL;TypeScript;Gleam,BigQuery;Cloud Firestore;Elasticsearch;MySQL;PostgreSQL;SQLite,Bun;Docker;Google Cloud;Homebrew;Make;npm;Pacman;Pip;Terraform,43375.0
5310,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,"Developer, full-stack",In-person,Brazil,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;TypeScript,MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,Docker;Microsoft Azure,14745.0
5311,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,Data scientist,Remote,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;R;SQL;TypeScript,BigQuery;Cloud Firestore;MySQL;SQLite,Docker;Google Cloud;Pip;Poetry;Terraform;Yarn,160000.0
5312,I am a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,26.0,"Developer, back-end",Remote,Norway,Bash/Shell (all shells);Elixir;Go,MySQL;PostgreSQL;Redis,Ansible;Composer;Docker;Google Cloud;Homebrew;Podman;Terraform,182831.0
5313,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,16.0,"Architect, software or solutions","Your choice (very flexible, you can come in when you want or just as needed)",Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript,BigQuery;PostgreSQL,Amazon Web Services (AWS);Cloudflare;Docker;Google Cloud;Kubernetes;Make;npm;Pacman;Prometheus;Terraform,43689.0
5314,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,"Developer, back-end","Hybrid (some remote, leans heavy to in-person)",Austria,Go;Python;Rust,PostgreSQL,,69609.0
5315,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9.0,AI/ML engineer,"Hybrid (some remote, leans heavy to in-person)",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C;C#;C++;JavaScript;OCaml;Rust;SQL;TypeScript,PostgreSQL,Amazon Web Services (AWS);APT;Cargo;Docker;Kubernetes;Microsoft Azure;pnpm,340354.0
5317,I am a developer by profession,Some college/university study without earning a degree,Employed,14.0,"Developer, full-stack",Remote,Germany,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;PowerShell;Python;SQL,Dynamodb;Microsoft SQL Server;Snowflake,Chocolatey;Docker;Microsoft Azure;MSBuild;npm;NuGet;Podman,78890.0
5318,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,13.0,Cloud infrastructure engineer,Remote,United States of America,Bash/Shell (all shells);Go;Groovy;Python;R,,Amazon Web Services (AWS);Ansible;APT;Cloudflare;Docker;Make;Pip;Terraform,250000.0
5319,I am a developer by profession,Some college/university study without earning a degree,Employed,15.0,"Developer, back-end","Your choice (very flexible, you can come in when you want or just as needed)",Canada,Bash/Shell (all shells);C;Elixir;HTML/CSS;JavaScript;SQL;TypeScript,Elasticsearch;InfluxDB;PostgreSQL;SQLite,APT;Cloudflare;Datadog;Docker;Google Cloud;Homebrew;Kubernetes;Make;Netlify;npm;Podman,131325.0
5321,I am a developer by profession,Some college/university study without earning a degree,Employed,30.0,"Architect, software or solutions",Remote,United States of America,C#;HTML/CSS;JavaScript;SQL;VBA,Microsoft Access;Microsoft SQL Server,,135000.0
5322,I am a developer by profession,Some college/university study without earning a degree,Employed,8.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",Italy,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL,H2;MariaDB;MySQL;Supabase,Bun;Chocolatey;Cloudflare;Composer;Docker;Maven (build tool);npm;Supabase;Vite;Webpack,30164.0
5323,I am a developer by profession,Some college/university study without earning a degree,Employed,10.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Lua;SQL,Microsoft SQL Server,,100745.0
5325,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25.0,DevOps engineer or professional,Remote,United States of America,Bash/Shell (all shells);C;C++;Go;JavaScript;Python;Rust;Zig,,Amazon Web Services (AWS);APT;Cargo;Docker;Google Cloud;Homebrew;Make;Microsoft Azure;Ninja;Pip;Podman;Terraform,300000.0
5326,I am a developer by profession,Some college/university study without earning a degree,Employed,30.0,DevOps engineer or professional,In-person,Canada,Bash/Shell (all shells);C;C++;Go;JavaScript;Lua;Python;Ruby;Rust;TypeScript,Elasticsearch;InfluxDB;MariaDB;MySQL;PostgreSQL;Redis;SQLite;Clickhouse;Cockroachdb;Valkey,Amazon Web Services (AWS);APT;Cargo;Cloudflare;Digital Ocean;Docker;Kubernetes;Make;Ninja;npm;Pip;Podman;Prometheus;Terraform;Webpack;Yarn,134973.0
5327,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,"Developer, back-end",In-person,United States of America,Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Kotlin;Perl;PHP;PowerShell;Python;SQL;TypeScript,Elasticsearch;InfluxDB;MongoDB;PostgreSQL;Redis,APT;Docker;Gradle;Kubernetes;Make;Maven (build tool);Pip;pnpm;Podman;Prometheus;Terraform;Vercel;Vite,120000.0
5329,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",39.0,"Developer, back-end",,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,PostgreSQL,Amazon Web Services (AWS);APT;Docker;Google Cloud;Pip;Podman;Poetry;Railway,122527.0
5334,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,27.0,Engineering manager,"Hybrid (some remote, leans heavy to in-person)",United States of America,Elixir;Go;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,BigQuery;PostgreSQL;SQLite,Cloudflare;Digital Ocean;Docker;Google Cloud;Heroku;Homebrew;npm;Vite;Yarn,250000.0
5335,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",Germany,C#;HTML/CSS;JavaScript;Lua;PowerShell;SQL;TypeScript,Microsoft SQL Server;Oracle,Docker;Homebrew;Microsoft Azure;MSBuild;npm;NuGet,73089.0
5336,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,33.0,Engineering manager,"Your choice (very flexible, you can come in when you want or just as needed)",United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;SQLite,Amazon Web Services (AWS);Chocolatey;Digital Ocean;Docker;Kubernetes;Netlify;npm;Pip;Splunk;Vercel;Vite;Webpack,133000.0
5337,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,13.0,Cybersecurity or InfoSec professional,"Your choice (very flexible, you can come in when you want or just as needed)",Canada,Bash/Shell (all shells);PowerShell;Python,,Amazon Web Services (AWS);APT;Datadog;Docker;Google Cloud;Kubernetes;Make;Microsoft Azure;Terraform,160508.0
5338,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,"Developer, front-end","Your choice (very flexible, you can come in when you want or just as needed)",Egypt,HTML/CSS;JavaScript;TypeScript,,Amazon Web Services (AWS);Cloudflare;Datadog;Docker;Google Cloud;npm;Vite;Webpack;Yarn,31955.0
5341,I am a developer by profession,Some college/university study without earning a degree,Employed,27.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;Ruby;Rust;SQL;Swift;TypeScript,Elasticsearch;MySQL;Oracle;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Ansible;Cargo;Cloudflare;Homebrew;Kubernetes;Make;npm;Pip;Podman;Poetry;Splunk;Terraform;Vite;Webpack;Yarn,220000.0
5342,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,29.0,Applied scientist,In-person,United States of America,C;C++;MATLAB;Python,,APT;Docker;Homebrew;Make;Maven (build tool),170000.0
5343,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,21.0,"Developer, front-end",Remote,United States of America,HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,,Amazon Web Services (AWS);Chocolatey;Docker;Heroku;Homebrew;Microsoft Azure;Netlify;npm;Webpack;Yarn,124700.0
5344,I am a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,7.0,"Developer, full-stack",In-person,Dominican Republic,C#;HTML/CSS;JavaScript;Lua;Python;SQL,Microsoft SQL Server;MongoDB;MySQL;SQLite,APT;Docker;npm;NuGet;Pacman;Pip,6763.0
5346,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,Applied scientist,"Hybrid (some remote, leans heavy to in-person)",United States of America,GDScript;MATLAB;Python,,,113000.0
5347,I am a developer by profession,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,26.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",France,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Kotlin;Rust;TypeScript,PostgreSQL,Docker;Gradle;Maven (build tool);npm;Podman,75410.0
5350,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",12.0,"Developer, full-stack",,Poland,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Microsoft SQL Server;PostgreSQL;Redis;SQLite,Docker;Kubernetes;Microsoft Azure;MSBuild;npm;NuGet;Terraform;Vite;Webpack,46666.0
5351,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,"Developer, front-end",Remote,Brazil,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;SQL;Swift;TypeScript,PostgreSQL;Supabase,Amazon Web Services (AWS);Datadog;Docker;Gradle;Homebrew;Make;Netlify;npm;Supabase;Terraform;Vite,72815.0
5352,I am a developer by profession,"Associate degree (A.A., A.S., etc.)",Employed,35.0,"Developer, back-end","Hybrid (some in-person, leans heavy to flexibility)",United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,MySQL,Cloudflare;Docker;New Relic;npm,169000.0
5353,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,"Developer, full-stack",Remote,United States of America,HTML/CSS;JavaScript;PHP;PowerShell;SQL,MariaDB;MySQL;Oracle;PostgreSQL,Composer;Docker;Kubernetes;Microsoft Azure;npm;Vite,81000.0
5354,I am a developer by profession,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,20.0,"Developer, AI apps or physical AI","Your choice (very flexible, you can come in when you want or just as needed)",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);HTML/CSS;MicroPython;Python;SQL,Dynamodb;MariaDB;MongoDB;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Cargo;Docker;Homebrew;Pip;Podman,108913.0
5355,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,Cloud infrastructure engineer,Remote,Germany,Bash/Shell (all shells);Python,,Amazon Web Services (AWS);Ansible;APT;Cloudflare;Docker;Kubernetes;Prometheus;Terraform,112534.0
5356,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);Go;Groovy;HTML/CSS;JavaScript;Python;SQL;TypeScript,BigQuery;PostgreSQL;Cockroachdb,Amazon Web Services (AWS);Cloudflare;Docker;Google Cloud;Kubernetes;Netlify;npm;Pip;Terraform;Vite;Yarn,381196.0
5357,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,Engineering manager,Remote,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,Dynamodb;PostgreSQL;Redis,Amazon Web Services (AWS);Datadog;Homebrew,220000.0
5359,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,40.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",United States of America,C#;VBA;Visual Basic (.Net),Microsoft Access;SQLite,Docker,175000.0
5362,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,"Developer, full-stack",Remote,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);Elixir;Erlang;HTML/CSS;JavaScript;Ruby,PostgreSQL;Redis,,149756.0
5364,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",41.0,Cybersecurity or InfoSec professional,,United States of America,Bash/Shell (all shells);C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;Perl;PHP;PowerShell;Python;Ruby;Rust;SQL;Swift;TypeScript;VBA,Cassandra;Databricks SQL;DuckDB;Elasticsearch;IBM DB2;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;Snowflake;SQLite;Amazon Redshift,Amazon Web Services (AWS);Chocolatey;Composer;Digital Ocean;Docker;Google Cloud;Gradle;IBM Cloud;Kubernetes;Make;Maven (build tool);Microsoft Azure;MSBuild;npm;NuGet;Pip;Splunk;Terraform,300000.0
5366,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",39.0,Other (please specify):,,United States of America,Assembly;Bash/Shell (all shells);Dart;Delphi;HTML/CSS;Rust,,,100000.0
5367,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",United States of America,C;C++;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Rust;SQL;TypeScript;VBA,H2;IBM DB2;Microsoft SQL Server;MySQL;PostgreSQL;Redis,Chocolatey;Cloudflare;Digital Ocean;Docker;Make;Maven (build tool);Microsoft Azure;MSBuild;npm;NuGet;Pip;Podman;Webpack,100000.0
